Disease,Gender,symptoms,Cure
Knee Osteoarthritis,male,"swelling,knee pain,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,knee pain,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,loss of flexibility,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,swelling,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,swelling,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,stiffness,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,knee pain,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,swelling,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,loss of flexibility,stiffness,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,stiffness,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,knee pain,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,knee pain,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,stiffness,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,stiffness,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,knee pain,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"knee pain,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"swelling,stiffness,loss of flexibility,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,male,"loss of flexibility,knee pain,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,stiffness,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"swelling,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,swelling,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,loss of flexibility,knee pain,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,knee pain,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,loss of flexibility,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"swelling,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,loss of flexibility,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,knee pain,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"swelling,knee pain,loss of flexibility,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,knee pain,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"swelling,knee pain,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,knee pain,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"swelling,stiffness,loss of flexibility,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"swelling,knee pain,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,knee pain,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,knee pain,stiffness,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,loss of flexibility,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,stiffness,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,swelling,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,knee pain,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,loss of flexibility,swelling,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,stiffness,knee pain","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"loss of flexibility,swelling,stiffness","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"stiffness,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,stiffness,loss of flexibility,swelling","Physical therapy, pain relievers, knee replacement surgery"
Knee Osteoarthritis,female,"knee pain,stiffness,loss of flexibility","Physical therapy, pain relievers, knee replacement surgery"
